country,domain,first_day_above_hundred,alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3
United States,Missouri,2020-03-22,0.7645586864018402,5.234179966915934,15.0,0.1306095120926061,0.1923385132829075,0.2661033089216989,4.42808160362444,0.0258699211190613,5.0,252.601779263378,99.9663879490148,1.6313797590516987
Wallis and Futuna,,2021-03-11,0.1,14.871238475113756,3.668186664825871,0.0411285406659968,0.1806859577672903,4.340592894134614,4.187565766804624,1.8438184411631755,0.9454561451725408,211.0734231914846,21.7546792690674,0.2942255363768539
United States,Idaho,2020-03-25,0.9252453225235208,-110.51901524887106,1.077455260419567,0.0452489070825164,0.1348520781229953,0.9907695201614516,5.0,0.7783766179618425,0.3030502627986706,29.948433428017346,7.224255484959049,2.0
United States,Arkansas,2020-03-21,0.3225102533857029,-200.0,15.0,0.5,0.25,1.9744100283705888,4.9977111363539,0.001,2.973710813357435,21.036140158412884,5.479075515123344,1.673077631884874
United States,Rhode Island,2020-03-23,1.0509909109090798,9.485037676477738,1.97599019838784,0.1465415073224794,0.01,5.0,2.182858451925552,3.361482381665985,3.588608760987136,46.73830832295206,1.9186928221092532,0.2272790708979991
United States,Nebraska,2020-03-27,0.4045790446490389,34.368392496612074,7.385677991613919,0.2202703720150696,0.0821753698911157,-0.027265234551459,1.4139226390307436,0.0236930891104614,0.0657409399947321,0.2121882526602121,30.356962073599316,1.326496274997162
United States,Vermont,2020-03-25,0.3942325725211704,6.340077849367829,15.0,0.1031373732789292,0.0388181809713348,2.8423599454565216,4.961498278514759,0.1233646396970224,1.665862377928022,41.50429545514698,7.56276483424835,0.5195215145037645
United States,Tennessee,2020-03-19,0.8868916129580121,6.186932469186031,7.181554683510922,0.1854646646666933,0.01,4.44999478326258,3.278506009429138,2.6935962966884195,0.6160006989093159,34.41763826604869,9.783919166212874,0.5857309340984952
United States,Alaska,2020-03-28,0.2171919584590715,6.191675670430209,14.999912385894264,0.0554785130621247,0.0759834683327726,4.650309355806961,4.644710582193303,0.0013106300725412,0.7872524332408697,101.38071741100288,92.39549160527012,0.2568778243754178
French Guiana,,2020-04-24,0.4256844868083707,28.84557616821968,15.0,0.1719774700670651,0.0103533819106382,2.9424599447470348,0.001,0.0272936315434237,1.445387187386472,102.2227879419024,55.16812757152851,0.8885795810407544
United States,North Dakota,2020-03-30,0.3654335947399967,18.46179558292833,14.377721765558974,0.0200073824548305,0.0921968423429876,4.988660158659461,3.0963975809441835,0.0124310074679011,3.9812358678654247,121.07090422999642,50.8023080103175,0.2441758930180116
Uzbekistan,,2021-03-28,1.499192445147875,-16.81113649837404,1.5758119752209092,0.2179024560100734,0.1469825971483178,4.892290219973622,0.0118332840635331,1.188863673627968,0.2066399577046275,145.9369200903813,98.1496310373106,0.5492368262332458
Bahamas,,2020-05-30,1.5,-161.81321037581006,13.691551145063729,0.0247477047887556,0.0100408758169344,0.8529457764301054,0.0518156975846233,0.0032733135672767,5.0,36.77605108463786,2.4242738637846446,0.545812365049446
United States,Virginia,2020-03-20,0.4595651721737108,9.983027985469027,12.177299810633336,0.02,0.1982860288572416,3.205003693138056,4.086055809742799,3.4057923126938454,1.1866651463997808,79.12326531429134,87.27546402497681,0.4270761383589475
Greece,,2020-03-15,0.3749496192949751,12.95688333189656,15.0,0.1349888687562652,0.0815777836269106,0.9317600487144708,0.0010810266801733,0.9008193999538004,5.0,74.74660943794515,21.17847805383342,0.6143931104602475
United States,Louisiana,2020-03-15,0.8325983203852624,14.542439049793826,15.0,0.0335350305881523,0.1083237113378298,4.603234265494496,4.999547113587818,0.45762023174557,4.365540107186387,60.73005787536136,10.337791221415175,1.1776312586122295
Madagascar,,2020-04-12,0.486294453457886,34.07099704932373,7.855650302936048,0.2005564475135065,0.01,4.459490655090344,0.0336970532454311,0.0016494553958927,2.4904550704401003,192.740163482932,99.98580897388656,0.2547590041049722
United States,Alabama,2020-03-20,1.4960820070223606,-0.6560488984585472,2.3103245048614816,0.268565564456702,0.0100354817368773,3.5523077916105747,0.1358826235069693,2.7182023298741504,0.9978834689728427,40.22094536136154,0.563989259747052,0.7774490410255633
United States,Wyoming,2020-03-31,0.1505681518437301,-199.99812524484244,14.988251895366352,0.3988594974307624,0.1648815845819913,0.4236343834640406,4.725269572443326,0.0792053182929407,4.8558555932358125,109.38401952768106,63.537602457006535,0.4145954712858871
United States,New Mexico,2020-03-25,1.4996432696157218,-26.84263224360833,1.000371888175368,0.3300774246550312,0.2490073712506508,2.663439448190545,4.997132356378659,0.00120534911485,1.8509755359575897,251.8482816685745,87.7430704040091,0.7820126574758357
United States,West Virginia,2020-03-28,0.7651364055177199,4.24065255128146,14.806290659746972,0.5,0.1830594920000401,4.52294195351566,4.189516003380002,0.001,1.1059730769808078,106.72814722474372,50.39380788083917,0.508514585020893
United States,Utah,2020-03-20,0.1301645271425304,39.33059918328596,15.0,0.117023400581753,0.2354185840912026,-0.2,4.835166475738476,0.001,5.0,179.99365656320973,92.20440370894292,1.8515934575599184
United States,Minnesota,2020-03-20,0.2668334181503259,41.10768846336616,6.5417052319824895,0.0200956180032299,0.2482741116114301,1.7943532464037193,4.834646324396905,0.0043709062789527,2.530866666134772,36.59981236955266,3.5606587438789306,0.7765525860503737
United States,Montana,2020-03-27,0.1,9.940960112334798,8.50505469969864,0.1953819871122742,0.0944837050647337,3.0695149290844643,0.8148560561611481,0.2409094019347376,4.999978380447262,72.07269797352279,12.9841850699431,1.8790004226370116
Zambia,,2020-05-01,0.9206840874809192,7.725120286750977,15.0,0.1732086066110965,0.0164273510538479,4.999783454864813,4.282180612865305,0.0010225914906811,4.970455369677651,57.09648849046373,10.68931393425418,0.2882528151471032
United States,Ohio,2020-03-19,0.3304371050327238,28.831320254903005,15.0,0.1708068952395827,0.25,1.6926211989616835,2.201383118585654,3.803464117308886,5.0,115.01852730282612,32.13736122296116,1.2481792281675093
United States,Puerto Rico,2020-03-29,1.497871631798987,-132.06352793263702,1.003287802553286,0.0222756378701517,0.0439148401389834,3.723346217222749,4.809403468644511,0.0024687680391634,0.765697068070777,25.83790607442217,2.917963762574576,1.3047371567776465
United States,Iowa,2020-03-23,0.2281092551088325,33.27233683634236,12.153137089406998,0.1195619944245443,0.1189092674482187,1.6089396863966785,0.0101801850425166,1.3446560844476672,1.5461797814685023,72.40373264025882,80.716866794045,1.5027040185081817
Spain,,2020-03-01,0.5026022224901799,23.308092177139404,15.0,0.0201822726805595,0.0695800633447612,1.2045240843571083,4.714055657338259,4.024543540637279,0.2215684452303249,28.494258969362164,79.98896021512836,1.696380011742388
United States,Michigan,2020-03-19,0.5162557067090634,8.93952913243379,15.0,0.0712065582557606,0.0747674879046055,1.9914653272512903,4.969978451435602,1.3889172686493327,0.4728755436449884,42.61374893006586,63.737661893990726,1.5230055510137712
United States,Maine,2020-03-23,0.1450315648433179,68.60597017403825,9.829434736840575,0.4708110212264383,0.0766133166100039,0.0683869088159142,4.583171900372093,0.0020021546301654,4.044169100991637,41.30179728540898,3.9944517119898095,0.7517734218076744
Saudi Arabia,,2020-03-15,0.4082927445162943,36.94752667590221,15.0,0.178536471599601,0.25,3.5392996754521997,1.452381768612519,2.659121059381292,0.2690459303590611,50.85060233829596,53.24183459198988,0.3003273359689205
United States,South Dakota,2020-03-31,0.766567245340177,8.611445825037057,14.995067246751336,0.2869340535204478,0.1858033166898285,4.999654188566175,2.812951963726825,0.0931892941669531,4.998026634067128,89.65078271902982,27.945423663390805,0.829347434430104
United States Virgin Islands,,2020-07-05,0.1412009737545128,-48.589473843458514,4.125374052904259,0.0456088150934457,0.2436110013479731,1.3145649376544897,4.15673796094213,0.0010877015647506,4.933494530011274,35.617061016274896,15.160692216167105,0.4801019103347327
Kenya,,2020-04-03,0.2097713393662167,32.09198447997879,15.0,0.2019727458840999,0.01,3.761041162813533,0.001,0.6739025103648997,1.1275780171690672,54.13413973061355,66.3705937631934,0.3614098335219454
United States,Massachusetts,2020-03-12,0.7871897867302599,12.48071933299086,6.055322164100655,0.461313994639748,0.0147755948367512,0.7585243623596681,2.059401288821096,1.3781574558744558,0.4655948566175574,39.71241471522017,91.48841354347915,0.7100543050066787
Yemen,,2020-05-16,0.3297609325104847,27.040780120241543,15.0,0.02,0.25,4.998626925951385,0.7082476295891565,1.0193353215086187,5.0,39.52621949106688,0.5774893155354363,0.3203927508933391
Nigeria,,2020-03-30,0.3948204433413483,37.39985741515365,5.610870024516187,0.02,0.1166702769380175,4.999039371597966,0.0109222229246914,1.768001028719974,1.7516287064711356,15.729702829243172,1.7030715200795477,0.221703617579522
