,country,domain,first_day_above_hundred,alpha,days,r_s,r_dth,p_dth,r_dthdecay,k1,k2,jump,t_jump,std_normal,k3
115,Azerbaijan,,2020-03-28,1.3829914970554156,2.032285239354076,15.0,0.19209253393857592,0.014638681357668604,0.11178377205504955,5.0,0.9929259513879969,5.0,153.44384450895586,50.62358121489212,0.389652718230105
116,Kuwait,,2020-03-15,1.3021989856146299,19.812862917619423,14.996515975175258,0.02,0.03708676430541338,-0.2,0.0010231377457560027,0.004707204688227732,0.530261218908584,116.97986054128044,89.91501115519195,0.2
117,Monaco,,2020-08-23,1.4999596877854127,-52.11669300761199,1.7764767623398459,0.02,0.02972777600519225,-0.2,2.0105104467277464,0.001,4.998384872617994,178.54109142184092,52.80797849996827,0.2
118,Madagascar,,2020-04-12,0.4938759773954131,38.93301781082642,13.287954380774751,0.020199741380412705,0.07579499196825638,0.7242428089263936,0.018666442649840524,0.05555788024669629,4.977206910337206,189.6784350551577,37.95482352699048,0.2028299796202702
119,Namibia,,2020-06-26,0.24193581141591491,-33.73104570610652,9.47693148040631,0.02,0.017662358056209745,-0.2,4.993993457282063,1.1438234846642157,1.8204166351364997,27.011882658737647,47.7748365892521,0.6753589475814622
120,Liechtenstein,,2020-08-23,1.5,-189.17880996564165,14.287343684363313,0.02,0.01,5.0,0.0016834201638149717,0.2789705927773215,4.999993606796866,157.66608929834283,58.08947179447305,0.2
121,New Zealand,,2020-03-23,0.5988084497309074,9.096144120652129,15.0,0.07356663723179908,0.02959998690460349,-0.2,5.0,1.0921140835950784,1.8424341600192289,295.9358713084107,30.19108196594241,0.2
122,Iran,,2020-02-27,0.4416761516023342,28.61834687213807,1.9643428330123065,0.2715679710965962,0.1919564320376292,1.253964454092181,3.8217352577860977,3.717147689858536,4.99966031020639,2.668740606503255,0.6778566146962021,1.032596978980347
123,Indonesia,,2020-03-15,0.2991975678961883,24.426369915208934,15.0,0.5,0.14924939747789945,0.5682206615633217,0.005211743700449944,4.999845087733501,4.965453187530417,171.34466814046476,76.30764533524024,0.4648527238874346
124,Mayotte,,2020-04-01,0.3308308976261879,32.84060741374342,7.297156399324658,0.28751589550712553,0.0126046268448678,-0.2,0.001,0.10427973089743861,0.5469489518617527,36.25842744485154,68.81901898738731,1.3059713357376226
125,Micronesia (country),,2022-07-22,0.5340374034981014,2.6837222512651238,15.0,0.07826461873644328,0.01,5.0,5.0,5.0,5.0,36.36152854211988,4.039108154393193,2.0
126,Latvia,,2020-03-22,0.3013126352782865,5.002554982316611,15.0,0.02,0.04780863181620079,-0.2,5.0,0.14707493896527052,1.0188554380950572,89.28503021783672,70.86737759090107,0.336347523226744
